,Person,Said
154,Monica,I mean what if Ross's hears that and then calls her back and then they get back together?
155,Monica,Is that what you want?
156,Monica,"Ross back with that controlling, neurotic, crazy Emily?"
157,Monica,The Emily that wouldn't let him see you?
158,Rachel,Noo!
159,Rachel,Oh no!
160,Rachel,No!
161,Rachel,God no!
162,Rachel,He should not get back together with her.
163,Rachel,I know that!
164,Rachel,You know that!
165,Rachel,Even Ross knows that!
166,Rachel,But that still doesn't give us the right to erase his message!
167,Monica,"I'm his sister, okay?"
168,Monica,I love him!
169,Monica,I don't want to see him get hurt!
170,Monica,Come on!
171,Monica,Doesn't that give me the right to control himhelp him?
172,Rachel,I don't think he's the one who needs help.
173,Monica,"No, look, she's obviously unstable, okay?"
174,Monica,I mean she's thinking about running out on her wedding day.
175,Monica,"Okay, fine!"
176,Monica,"But I mean, look at the position she's putting him in!"
177,Monica,What's he gonna do?
178,Monica,Ross is gonna run over there on the wedding day and break up the marriage?!
179,Monica,"I mean, who would do that?!"
180,Monica,"Okay, fine, all right, but that's y'know, it's different!"
181,Monica,Although it did involve a lot of the same people.
182,Rachel,Ugh!
183,Monica,"Y'know what, this is obviously some kind of twisted joke she's trying to play on him."
184,Rachel,"Okay, you are crazy!"
185,Rachel,"I'm sorry, but she sounded generally upset!"
186,Rachel,"I mean, listen!"
187,Rachel,Answering
188,Rachel,Noooooooo!
189,Chandler,"Okay, y'know, we-we're safe right?"
190,Chandler,I mean nothing bad can go down!
191,Ross,What is it?
192,Chandler,"Oh, hurry up."
193,Chandler,I want to sign that.
194,Ross,What?
195,Ross,What?
196,Ross,What?
197,Ross,What is it?
198,Joey,Is everything okay?
199,Chandler,What's going on?
200,Joey,You okay man?
201,Ross,Uh-huh.
202,Ross,Thank Joey!
203,Chandler,"Uh, HELLO!"
204,Joey,Hi.
205,Joey,Commercial Break
206,Monica,"All right, I guess we should go."
207,Rachel,"No, wait."
208,Rachel,Wait.
209,Monica,Oh yeah right!
210,Rachel,"No, Monica!"
211,Rachel,Monica!
212,Rachel,We have to fix this!
213,Monica,There's nothing we can do.
214,Monica,You erased the message!
215,Rachel,Yeah well unless we tell him.
216,Monica,"Well, if you're gonna be totally rational about this, I can't argue with you!"
217,Monica,All right?
218,Monica,"Fine, if you wanna tell him, tell him."
219,Monica,I just don't want to be a part of it.
220,Rachel,"Oh, maybe that's Emily calling back to leave the exact same message."
221,Ross,Hey Ross!
222,Ross,It's you!
223,Ross,I just want you to remember this feeling.
224,Ross,You are lucky to be alive!
225,Ross,So live everyday to the fullest.
226,Ross,"Love yourself, okay?"
227,Ross,Okay.
228,Ross,"Oh, and also get stamps."
229,Ross,Bye!
230,Monica,Wow!
231,Monica,Play that message for Emily and this whole problem goes away!
232,Rachel,Right?
233,Phoebe,John Glenn is here?
234,Ross,"Pheebs, we had the most incredible night!"
235,Ross,"Okay, so, we're in the car"
236,Phoebe,Hi!
237,Ross,"Okay, okay, so we're in the car."
238,Ross,Right?
239,Ross,And bang!
240,Ross,A shot was fired.
241,Ross,And Joey with no regard for his own safety throws himself on me!
242,Phoebe,"My God, Joey!"
243,Chandler,It was a car backfire!
244,Ross,"Yeah, but-but he didn't know that!"
245,Joey,"Yeah, I didn't know that."
246,Ross,And it could've just as easily have been a bullet.
247,Chandler,Who jumps at loud noises!
248,Ross,Wow!
249,Ross,I could've died tonight.
250,Chandler,Yeah!
251,Chandler,If the car that backfired had run over you!
252,Chandler,"Y'know what, I think I'll go home before Ross starts rambling about his newfound respect for life."
253,Ross,I do have a newfound respect for life.
254,Chandler,Oh my God!
255,Phoebe,Yeah!
256,Phoebe,Sure!
257,Phoebe,Yep!
258,Phoebe,"Oh, y'know what?"
259,Phoebe,"If I heard a shot right now, I'd throw my body on you."
260,Phoebe,Okay!
261,Phoebe,Bye!
262,Phoebe,Ross and
263,Joey,Bye!
264,Joey,Cut it out Ross!
265,Joey,I hate to have to save your life and kick your ass in the same day!
266,Joey,Dude!
267,Joey,How come you took off?
268,Chandler,"Oh, I just went for a walk, around the living room."
269,Chandler,Whatever
270,Joey,Is something wrong?
271,Chandler,No.
272,Chandler,No I'm just tired.
273,Chandler,"Y'know, from-from the walk."
274,Joey,Okay.
275,Chandler,You dove in front of Ross!
276,Chandler,Ross!
277,Joey,That's what this is about!
278,Joey,"Oh my God, you hate Ross!"
279,Chandler,I do not hate Ross!
280,Joey,Of course you do!
281,Joey,I saved him!
282,Joey,You're mad at me!
283,Joey,It all adds up!
284,Joey,You want Ross out of the picture.
285,Chandler,What picture?
286,Joey,"I don't know, but I don't like what I'm hearing!"
287,Chandler,"Look I'm very glad that you saved Ross from the car backfire, but y'know, it could've been a bullet and you y'know, you didn't try to save me!"
288,Joey,"Ohh, you're upset because you think I chose Ross over you!"
289,Joey,No!
290,Joey,Iknewyou could take care of yourself.
291,Joey,"Y'know, I mean Ross, he need help."
292,Joey,He's not street like us!
293,Chandler,"When it comes down to it, you would risk your life for Ross before you would for me."
294,Chandler,That's the bottom line.
295,Joey,"Well, no, not exactly!"
296,Joey,"All right, look, I, I wasn't trying to save Ross."
297,Joey,Okay?
298,Joey,My sandwich was next to Ross.
299,Joey,All right?
300,Joey,"I was, I was trying to save my sandwich."
301,Chandler,From a bullet!
302,Joey,I know it doesn't make much sense
303,Chandler,Much sense?
304,Joey,"Look Chandler, it was instinct!"
305,Joey,Okay?
306,Joey,I just went for it!
307,Chandler,"So you risked your life, for a sandwich!"
308,Joey,"I know it sounds crazy, but Chandler this is  the greatest sandwich in the world!"
309,Chandler,"So you didn't uh, choose Ross before me."
310,Joey,No!
311,Joey,I would never do that!
312,Joey,You-you're like my brother!
313,Chandler,Really?
314,Joey,Yeah!
315,Joey,"In fact, to prove how much you mean to me,  here."
316,Chandler,Thanks.
317,Joey,"No, eh, oh-oi, easy, it's not a hot dog!"
318,Joey,How good is that?
319,Chandler,"Oh-oi-ho, yeah!"
320,Joey,See?
321,Chandler,Hm-hmm.
322,Joey,"Oh-whoa-hey, dude, what are you doing?"
323,Chandler,I thought you were showing me how much you mean to me.
324,Joey,Yeah.
325,Joey,With a bite!
326,Joey,Gee-e-e-eez!
327,Rachel,Hey!
328,Rachel,Hi!
329,Ross,"Rach, what uh, what are you doing here?"
330,Rachel,Hey!
331,Rachel,Y'know what?
332,Rachel,You are in our apartment all the time!
333,Rachel,Okay?
334,Rachel,"This is, this is just a drop in the bucket mister!"
335,Ross,"Y'know, it-it doesn't matter."
336,Ross,The important thing is that you're here.
337,Ross,"You're my friend, and you're here."
338,Ross,Oh!
339,Rachel,"Okay, just a little scared."
340,Rachel,What's going on Ross?
341,Ross,The most amazing thing happened tonight.
342,Ross,I thought my number was up.
343,Ross,I had an actual near death experience!
344,Rachel,What?!
345,Rachel,What?
346,Rachel,What happened?
347,Ross,"Okay, okay, we were on the ride along with Gary, right?"
348,Rachel,Yeah!
349,Ross,And somebody took a shot at me!
350,Rachel,Really?
351,Ross,"No, a car backfired, but  I thought somebody was taking a shot at me."
352,Ross,"And Rach, II survived!"
353,Ross,And I was filled with this-this great respect for life.
354,Ross,Y'know?
355,Ross,I-I want to experience every moment.
356,Ross,I want to seize every opportunity.
357,Ross,I-I am seeing everything so-so clearly now.
358,Rachel,Because a car backfired?
359,Ross,"Okay, why are you here?"
360,Rachel,"Well, I-I-I don't know how this fits into your whole ""seizing"" thing but um, Emily called you today."
361,Ross,You talked to her?
362,Rachel,"No, she left a message."
363,Rachel,But it-it kinda got erased.
364,Rachel,There's just  something wrong with your machine.
365,Ross,"Well, okay, what-what did she say?"
366,Rachel,"Well, uh something about having second thoughts about the wedding and did you guys make a mistake breaking up and uh, she wants you to call her."
367,Ross,Wow!
368,Rachel,"Now, that-that was a good thing that I told you, right?"
369,Ross,Huh?
370,Ross,Yeah!
371,Ross,"Yes, of course!"
372,Rachel,Okay.
373,Rachel,Thank you!
374,Rachel,Thank you!
375,Rachel,"BecauseI'm sorry, all right."
376,Rachel,Because y'know what?
377,Rachel,She didn't want menot important.
378,Rachel,"The point is, I was right."
379,Rachel,Your decision.
380,Rachel,Okay?
381,Rachel,I was right.
382,Rachel,Your decision.
383,Ross,Right.
384,Ross,"I guess, I guess I should call Emily."
385,Rachel,"Okay, no, that's not the right decision."
386,Rachel,"That's not, that's not right, no Ross-Ross, come on!"
387,Rachel,"I mean, that woman made you miserable!"
388,Rachel,"Okay, Ross, do you really want to get back into that?"
389,Ross,"Okay, look, yesterday I would've even considered calling her back, but my ex-wife calls on the same day I have a near death experience."
390,Ross,"I mean, that-that has got to mean something!"
391,Rachel,"Ugh, Ross!"
392,Rachel,That was not a near death experience!
393,Rachel,That was barely an experience!
394,Ross,You weren't there!
395,Ross,"Okay, maybe this is something that I-I'm supposed to seize!"
396,Ross,Y'know?
397,Rachel,"Okay, y'know what?"
398,Rachel,"Maybe, this is not about seizing stuff."
399,Rachel,Maybe this is about escaping stuff.
400,Ross,Huh.
401,Rachel,"I mean, look-look today you escaped   death, y'know?"
402,Rachel,And maybe this is a chance for you to escape getting back together with Emily?
403,Ross,That does make sense.
404,Ross,"Because I do wanna seize some opportunity, but I-I really don't wanna see or talk to her."
405,Rachel,"Well, there you go!"
406,Ross,Yeah.
407,Ross,"Maybe today is just, close call day."
408,Rachel,Close call day.
409,Ross,"Hey, thanks Rach."
410,Rachel,"Ohh, honey no problem."
411,Rachel,Okay.
412,Ross,Oh wait-wait-wait!
413,Ross,The message is blinking.
414,Ross,Maybe you didn't erase it.
415,Rachel,Oh?
416,Ross,"""Hey Ross, it's you!"""
417,Ross,"Oh yeah, no that's-that's an old message, nobody needs to hear that."
418,Rachel,No.
419,Ross,"Hey umm, was-was Monica here?"
420,Rachel,Yeah.
421,Ross,"Yeah, I want my money back."
422,Rachel,"Yeah, uh you-you probably need that for stamps, right?"
423,Rachel,Ending Credits
424,Ross,"Hey Pheebs, has Gary ever been shot at for real?"
425,Phoebe,Yes.
426,Phoebe,Once.
427,Phoebe,"Yeah, a little."
428,Phoebe,He kinda did it to himself.
429,Phoebe,It's not really a good story.
430,Ross,"I wonder how I would react under fire, y'know?"
431,Ross,"And not backfire but-but heavy fire, like I was in a war or something."
432,Monica,"Man, I would be great in a war!"
433,Monica,"I mean, I really, I think I would make a fantastic military leader."
434,Monica,I mean I know I would make General way before any of you guys.
435,Chandler,Before or after you were shot by your own troops?
436,Ross,I know where Joey would be.
437,Ross,He would be down in the foxhole protecting all of us.
438,Chandler,"Yes, if the foxhole was lined with sandwiches."
439,Joey,"Yeah, hero sandwiches."
440,Phoebe,Well you all know that I'm a pacifist so I'm not interested in war in any way.
441,Phoebe,But y'know what?
442,Phoebe,"When the revolution comes, I will have to destroy you all."
443,Phoebe,Not you Joey.
444,Phoebe,End
