,Person,Said
389,Ross,"Sandy... Hi, we uhm... we kinda need to talk."
390,Ross,I'm afraid    it's not working out.
391,Ross,"Yeah, uhm..."
392,Ross,"I mean, Rachel and I, think you are great...    with Emma... uhm... We just feel..."
393,Rachel,YOU!
394,Rachel,You feel!
395,Ross,I... just feel that the... the chemistry isn't right.
396,Ross,I'm sorry.
397,Ross,We're... we're more than happy to give you good recommendation...
398,Rachel,"Oh, damn you Geller!"
399,Ross,"Anyway, uhm...Well, I'm glad there's no hard feelings."
400,Ross,"No, you know, it's uhm... nothing you did, it's... it's    uhm... my issue."
401,Ross,"You know, I'm just not uhm... that comfortable with    a guy who's as sensitive as you."
402,Ross,Why...
403,Ross,I...
404,Ross,I don't know.
405,Ross,Uhm... errrr... maybe... maybe because of my father?
406,Ross,"I mean, uhm... you know when I was growing up he was    kind of a tough guy... You know a-a-and as a kid I wasn't the athlete I am now."
407,Rachel,Huh ha ha!
408,Ross,I play squash...!
409,Ross,"Anyway, uhm..."
410,Ross,I uhm...
411,Ross,I always get    the feeling he thought I was too sensitive.
412,Ross,It was hard...
413,Ross,I remember...
414,Ross,"I was in my bedroom...    playing with my dinosaurs... playing and learning... and my father    walks in and says... he says... ""What are you doing with those things?"
415,Ross,"What's wrong with you, why aren't you... why aren't you outside playing like    a... like a real boy?"
416,Ross,I know I am!
417,Ross,"...And when it's    summer, and it's hot, why can't you wear a tank top?"
418,Ross,Here come some more... COMMERCIAL BREAK
419,Joey,Wow!
420,Joey,You blow my mind...
421,Joey,Aaahh... How much do I owe you?
422,Joey,It's like the cheapest college ever.
423,Joey,END
