,Person,Said
215,Rachel,"Okay, so let's play for some pepper!"
216,Rachel,Stop spending my money!
217,Monica,I got it!
218,Monica,"How about, if we win, they have to get rid of the rooster?"
219,Rachel,Oooohh that's interesting.
220,Joey,"Hey, no way, that rooster's family!"
221,Rachel,Throw in the duck too!
222,Joey,What do you have against the duck?!
223,Joey,He doesn't make any noise!
224,Rachel,"Well, he gets the other one all riled up."
225,Joey,"Look, we are not gonna"
226,Chandler,"All right, hold on!"
227,Chandler,"If you win, we give up the birds."
228,Joey,Dah!
229,Chandler,"But if we win, we get your apartment."
230,Joey,Oooooh!
231,Monica,Deal!
232,Monica,Commercial Break
233,Rachel,"Monica, betting the apartment, I don't know about this."
234,Monica,"Rachel, I have not missed one question the whole game."
235,Monica,I own this game!
236,Monica,Look at my hand.
237,Rachel,Why?
238,Rachel,Do you have the answers written on there?
239,Monica,No!
240,Monica,Steady as a rock!
241,Monica,"Now, are you with me."
242,Rachel,"All right, let's do it."
243,Monica,Come on!
244,Rachel,Okay.
245,Ross,"All right, gentlemen, you're up first."
246,Joey,Okay.
247,Chandler,Okay.
248,Ross,You have 30 seconds.
249,Ross,And the lightning round beginsstop it now.
250,Ross,What was Monica's nickname when she was a field hockey goalie?
251,Joey,Big fat goalie.
252,Ross,Correct.
253,Ross,Rachel claims this is her favorite movie
254,Chandler,Dangerous Liaisons.
255,Ross,Correct.
256,Ross,Her actual favorite movie is...
257,Joey,Weekend at Bernie's.
258,Ross,Correct.
259,Ross,In what part of her body did Monica get a pencil stuck at age 14?
260,Chandler,Oh!
261,Ross,Eww!
262,Ross,No!!
263,Ross,Her ear!
264,Ross,"All right, Monica categorizes her towels."
265,Ross,How many categories are there?
266,Joey,Everyday use.
267,Chandler,Fancy.
268,Joey,Guest.
269,Chandler,Fancy guest.
270,Ross,Two seconds
271,Joey,"Uhh, 11!"
272,Ross,"11, unbelievable 11 is correct."
273,Ross,"All right, that's 4 for the guys."
274,Ross,"Ladies, you're up."
275,Rachel,All right!
276,Monica,Come on!
277,Ross,30 seconds on the clock.
278,Ross,5 questions wins the game.
279,Ross,The lightning round beginsnow!
280,Ross,What is Joey's favorite food?
281,Monica,Sandwiches!
282,Ross,Correct.
283,Ross,Chandler was how old when he first touched a girl's breast?
284,Rachel,14?
285,Ross,"No, 19."
286,Chandler,Thanks man.
287,Ross,"Joey, had an imaginary childhood friend."
288,Ross,His name was?
289,Monica,Maurice.
290,Ross,"Correct, his profession was?"
291,Rachel,Space cowboy!
292,Ross,Correct!
293,Ross,What is Chandler Bing's job?
294,Rachel,"Oh gosh, it has something to do with numbers."
295,Monica,And processing.
296,Rachel,He carries a briefcase.
297,Ross,"10 seconds, you need this or you lose the game."
298,Monica,"It's umm, it has something to do with transponding."
299,Rachel,"Oh-oh-oh, he's a transponcetranspondster!"
300,Monica,That's not even a word!
301,Monica,I can get this!
302,Monica,I can get this!
303,Monica,NOOOOOOOOO!!!!
304,Rachel,Oh my God.
305,Rachel,Chandler and
306,Joey,YEAH!!!
307,Joey,YES!!
308,Joey,I call Monica's room!
309,Chandler,You can't just call Monica's room.
310,Joey,"Sure I can, standard shotgun rules, I'm sight of the room and I called it."
311,Monica,"Man, I feel like I'm coming down with something."
312,Joey,What?
313,Monica,Yeah.
314,Monica,I bet you can't guess what color my tonsils are?
315,Monica,I'll bet the apartment!
316,Chandler,"Oh, I would never bet this apartment."
317,Chandler,It's too nice.
318,Phoebe,Hey!
319,Chandler,Hey!
320,Joey,"Heyooh Pheebs, are they in there?"
321,Phoebe,"Umm, yeah, uh-huh, they're implanted."
322,Monica,How do you feel?
323,Phoebe,"Well, freaked."
324,Phoebe,Cause it turns out that the odds are really sucky.
325,Phoebe,And!
326,Phoebe,This is Frank and Alice's like only shot.
327,Phoebe,"Like, they are literally putting all of their eggs in my basket."
328,Chandler,"Yeah, but I bet it works."
329,Monica,Really?!
330,Monica,How much?
331,Phoebe,"All right, I'm gonna go take a pregnancy test, right now."
332,Joey,Oh wow!
333,Joey,You can tell this soon.
334,Phoebe,"Well the doctor says it takes a couple days, but my body's always been a little faster than Western medicine."
335,Rachel,Oh my God!
336,Rachel,I can't believe you guys are actually think you're moving in here!
337,Chandler,Well believe it baby!
338,Rachel,Well I-I-I'm not moving.
339,Joey,What?
340,Rachel,"No, it was a stupid bet!"
341,Rachel,We were just playing a game!
342,Joey,You can't just ignore the bet!
343,Joey,It's a bet!
344,Joey,"You bet and you bet and if you lose, you lose the bet!"
345,Monica,"Look Rach, we have to move."
346,Monica,"I mean if they had lost, we would've made them get rid of the birds."
347,Monica,Right?
348,Rachel,Noooo.
349,Monica,"All right, look, I hate this as much as you, but if it makes you feel better, it's all your fault."
350,Rachel,What?
351,Monica,"Chinadolor Bong, come on, we steal that TV Guide every week!"
352,Chandler,I knew it!
353,Rachel,"I don't care, I'm not going anywhere."
354,Chandler,"Cool, girl roommate."
355,Monica,Well?
356,Phoebe,"Nope, not knocked up yet."
357,Monica,"It's only been a couple of hours, so just give it some time."
358,Phoebe,"Yeah, all right."
359,Phoebe,"Meanwhile, I'm gonna do whatever I can to help this so, I'm just gonna y'know, lie it your chair,  Y'know?"
360,Phoebe,"Yeah, good, I'm let gravity y'know, do its jobs."
361,Monica,"Hey, Rach, can you give me a hand with this box?"
362,Rachel,No!
363,Rachel,Put that box down!
364,Rachel,We are not going anywhere!
365,Rachel,This is my apartment and I like it!
366,Rachel,This is a girl's apartment!
367,Rachel,"That is a boy's apartment, it's dirty and it smells."
368,Rachel,This is pretty.
369,Rachel,It's-it's so pretty!
370,Rachel,"And look, and it's-it's purple!"
371,Rachel,"And I'm telling you, you with the steady hand, I am not moving, and now I have got the steady hand."
372,Monica,I'll take care of it.
373,Rachel,That's right!
374,Rachel,You do what the hand says!
375,Rachel,How did it go?
376,Monica,I lost our mattresses.
377,Phoebe,"""Are you in there little fetus?"
378,Phoebe,In nine will you come great us?
379,Phoebe,"I will buy you some Adidas."""
380,Monica,Hey!
381,Monica,Frank and
382,Phoebe,Oh.
383,Phoebe,Oh.
384,Monica,"Hey, don't mix those up, you could really ruin that lollipop."
385,Phoebe,"All right, I will."
386,Phoebe,"No, I will."
387,Phoebe,"But umm, y'know just remember that it's still really early, okay so, if it says that I'm not pregnant, that doesn't mean that I'm not gonna get pregnant, okay and, and just please, just so I don't go completely nuts, just try not put all your hopes on this."
388,Phoebe,Great.
389,Rachel,"Y'know what, you are mean boys, who are just being mean!"
390,Joey,"Hey, don't get mad at us!"
391,Joey,No one forced you to raise the stakes!
392,Rachel,That is not true.
393,Rachel,She did!
394,Rachel,She forced me!
395,Monica,"Hey, we would still be living here if hadn't gotten the question wrong!"
396,Rachel,"Well it stupid, unfair question!"
397,Ross,Don't blame the questions!
398,Chandler,Would you all stop yelling in our apartment!
399,Chandler,You are ruining moving day for us!
400,Rachel,Will you stop calling it your apartment!
401,Joey,But it is our apartment!
402,Rachel,No it's not!
403,Phoebe,You guys!
404,Phoebe,You guys!
405,Phoebe,You're gonna have a baby!
406,Phoebe,They're gonna have a baby!
407,Phoebe,"Okay, but this can't be good for the baby."
408,Monica,I can't find garbage bags!
409,Rachel,"Oh, I think I saw some in here."
410,Monica,What is it?
411,Rachel,I don't know!
412,Rachel,"But maybe if we keep that drawer shut, it'll die."
413,Monica,I can't believe we're living here!
414,Chandler,What?!
415,Chandler,What-what is it?
416,Joey,Did you see the size of the closets?
417,Chandler,I can't believe we live here!
418,Chandler,Chandler and
419,Joey,Awwwww!!
420,Joey,Awwwwwww!!!
421,Joey,End
