,Person,Said
56,Joey,Yes!
57,Joey,Guess who's in an audition for a Broadway musical?
58,Chandler,"I want to say you but, that seems like such an easy answer."
59,Joey,It is me!
60,Joey,It's a musical version of Tale of Two Cities.
61,Joey,"So I think I'm gonna sing New York, New York, and ah, oh I left My Heart in San Francisco."
62,Ross,"Ah Joey, I don't think you get to pick the cities."
63,Joey,What?
64,Ross,Mr. Dickens gets to pick 'em.
65,Joey,Who?
66,Chandler,I'll get you the Cliff Notes.
67,Joey,The what?
68,Chandler,The abridgment.
69,Joey,"Oh, okay."
70,Joey,The what?
71,Rachel,Yeah.
72,Rachel,What kind of discount do we get?
73,Rachel,Oh!!
74,Rachel,I love this job!
75,Rachel,Wow!
76,Rachel,My first call.
77,Ross,"Hi, is Rachel there?"
78,Ross,This is Ross?
79,Ross,Of Ross and Rachel.
80,Ross,"Oh hey, hey Mark."
81,Ross,Okay.
82,Rachel,Hi honey!
83,Ross,Hi!
84,Ross,"What's ah, what's Mark doing answering your phone?"
85,Rachel,"Oh, he's just goofing around."
86,Ross,"Ohhhhh yeah, that's, that's funny."
87,Ross,"Why ah, why isn't he goofing around in his own office?"
88,Rachel,"Oh honey, this is his office too."
89,Rachel,I told you we're Joanna's two assistants.
90,Ross,"Why does Joanna need two assistants, how, how lazy is she?"
91,Rachel,Oh!
92,Rachel,Oh my God!
93,Rachel,What did I just do?
94,Ross,What?
95,Rachel,"I think I just shipped 3,000 bras to personnel."
96,Rachel,"Oh honey, I gotta go."
97,Rachel,"Mark, I need you!"
98,Ross,"Okay, bye-bye."
99,Rachel,Ow!
100,Rachel,Ross!
101,Ross,"Oh, oh, I'm, I'm, I'm sorry sweetie, I was just trying to ah, I'm dialing another number."
102,Monica,"Please, I'm not going for anything."
103,Monica,Would you please go?
104,Monica,"Look Julio, someone left their book here."
105,Monica,"Oh yeah, what are you reading?"
106,Monica,Have I read it?
107,Monica,"No, are you enjoying it?"
108,Monica,Your a poet and don't know it.
109,Monica,"Oh, then you do know it."
110,Monica,So um what kind of things do you write about?
111,Monica,Mine?
112,Monica,Right here?
113,Monica,How would that go?
114,Monica,"Well, it didn't rhyme, but I liked it."
115,Joey,You've got to pick a pocket or two.
116,Joey,"Boyyyyssss,  you've got to pick a pocket or two.........."
117,Joey,Really?
118,Joey,Thanks.
119,Joey,"Excellent, I'll be there."
120,Joey,Ahhh!
121,Joey,"My ah, my agent said it wasn't a dancing part."
122,Chandler,....three years of modern dance with Twila Tharp!
123,Chandler,Five years with the American Ballet Theater?
124,Joey,"Hey, everybody lies on their resume, okay."
125,Joey,I wasn't one of the Zoom Kids either.
126,Phoebe,"Well, can you dance at all?"
127,Joey,"Yeah, I can dance, y'know."
128,Chandler,"Oh no, no, no, no."
129,Phoebe,"What, what is that?"
130,Joey,"Sure, it looks stupid now, there's no music playing."
131,Chandler,"All right, I have to get that, but no-no."
132,Chandler,Hello?
133,Chandler,Hi!
134,Chandler,"Yeah listen, I'm, I'm in need of a stripper and I was told that you do that."
135,Chandler,"Let me ask you this, what, what do you do for the extra hundred?"
136,Chandler,"So would I, would I have to provide the grapes?"
137,Monica,Hi!
138,Phoebe,"Oh, how was last night with Julio, senorita?"
139,Monica,"It was soo amazing, he is so sexy, and smart, which makes him even sexier."
140,Monica,"Oh gosh, I gotta so you this."
141,Monica,"Last night, we were fooling around and he stops to write a poem."
142,Joey,Get out!
143,Joey,I couldn't stop if a meteor hit me.
144,Chandler,"Okay, we have our stripper."
145,Chandler,A miss Crystal Chandelier.
146,Joey,"Well sure, you name a kid that, what do you expect them to grow up to be?"
147,Monica,"Anyway um, when he left he forgot to take the poem with him."
148,Monica,"Now, I am like totally dense about poetry, but I think it's pretty good all right."
149,Monica,Check it out.
150,Joey,The Empty Vase.
151,Joey,Translucent beauty...
152,Chandler,To yourself.
153,Chandler,"Hey-hey-hey, y'know what that's pretty good."
154,Monica,"Oh good, I think so too."
155,Monica,Pheebs?
156,Phoebe,Oh yeah.
157,Monica,"Oh, I'm so glad you guys like it."
158,Monica,Yay!
159,Monica,All right I gotta go to work.
160,Joey,"Whoa, I'm not done."
161,Monica,"All right, just give it back to me when your done."
162,Monica,See you guys.
163,Chandler,Bye-bye.
164,Phoebe,"Oh my God, oh my God!"
165,Phoebe,Poor Monica!
166,Chandler,"What, what, what?"
167,Phoebe,What?!
168,Phoebe,He was with her when he wrote this poem.
169,Phoebe,"Look,  'My vessel so empty with nothing inside."
170,Phoebe,"Now that I've touched you, you seem emptier still.'"
171,Phoebe,"He thinks Monica is empty, she is the empty vase!"
172,Chandler,You really think that is what he meant?
173,Phoebe,"Oh, totally."
174,Phoebe,"Oh, God, oh, she seemed so happy too."
175,Joey,Done.
176,Rachel,"Oh, yeah, sure, it's umm..."
177,Ross,"It's from Ross, it's a love bug."
178,Rachel,"Oh no, no-no-no, that's not, not, not, what he is doing."
179,Rachel,"He's just, he's just really romantic."
180,Rachel,Yes.
181,Ross,I'm hurt!
182,Ross,"I'm actually hurt, that you would think that I would send you any of those things out of any thing other than love."
183,Ross,Hurt!
184,Ross,Hurt!
185,Rachel,All right Ross!!
186,Rachel,I get it!
187,Ross,I mean my God...
188,Rachel,You're hurt!
189,Ross,"...can't, can't a guy send a barbershop quartet to his girlfriend's office anymorrrrre!"
190,Rachel,"Oh, please, Ross it was so obvious!"
191,Rachel,It was like you were marking your territory.
192,Rachel,I mean you might have well have just come in and peed all around my desk!
193,Ross,I would never do that!
194,Rachel,"Look, I know what's going on here, okay, Mark explained it all to me."
195,Rachel,He said this is what you guys do.
196,Ross,"Yeah well if, if, if Mark said that, than Mark's an idiot."
197,Joey,Mark's a genius!
198,Ross,Why?!
199,Ross,How?!
200,Ross,How is he a genius?
201,Chandler,"Look, don't you see what's happening here."
202,Chandler,"Instead of hitting on her right away, he's becoming her confidant."
203,Chandler,Now he's gonna be the guy she goes too to complain about you.
204,Ross,What am I going to do?
205,Chandler,"Well, why don't you send her a musical bug, op, no you already did that."
206,Chandler,"All right look, you're going to have to go there yourself now, okay, make a few surprise visits."
207,Ross,I don't know you guys.
208,Chandler,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you."
209,Chandler,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'"
210,Joey,"And before you know it, she's with him."
211,Joey,"And you'll be all, 'Ohh, man!'"
212,Joey,"And he'll be all, 'Yes!'"
213,Joey,"And us, we'll be like, 'Wh-whoa, dude.'"
214,Joey,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'"
215,Joey,"And we'll be like, 'Man get over it, it's been four years!!'"
216,Chandler,He paints quite a picture doesn't he?
217,Rachel,Ohhh!
218,Rachel,That is soo sweet!
219,Ross,"All right that's, that's it!!"
220,Ross,Get off her!
221,Ross,What's going on?!
222,Ross,That's what's going on!
223,Rachel,Ross!
224,Ross,I have been down in your store for twenty minutes trying to get a tie!
225,Ross,What do I have to do to get some service?!
226,Ross,Hi Rach.
227,Joey,"So, does that mean the audition is off?"
228,Joey,What?
229,Joey,"It's ah, step-ity, step and jazz hands."
230,Joey,Bye.
231,Phoebe,Hey!
232,Monica,Hey.
233,Phoebe,What are you wrapping?
234,Monica,"Oh-ho, look what I got Julio."
235,Phoebe,"Yeah, it's a vase."
236,Monica,"Yeah, just like the one in the poem."
237,Phoebe,Well not exactly like the one in the poem.
238,Monica,What do you mean?
239,Phoebe,Remember how you said you were really dense about poetry?
240,Phoebe,Oh.
241,Monica,So!
242,Monica,"I'm just an empty vase, huh?"
243,Monica,"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else."
244,Monica,"And y'know what, I get excited about stupid stuff, like when I my People magazine comes on Saturday, and the new Hold Everything catalog."
245,Monica,"Y'know but that does not mean that I'm empty, I care about things."
246,Monica,I care about my friends and family.
247,Monica,You have no right to make that kind of judgment about me.
248,Monica,You don't even know me...
249,Monica,What?
250,Monica,"I'm sorry, my friend Phoebe..."
251,Monica,Oh yeah.
252,Joey,"I know, it was the best I could get out of them."
253,Joey,"People, people, people."
254,Rachel,"So ah, did you have fun at the bachelor party last night?"
255,Chandler,"Oh yeah, yeah!"
256,Chandler,"Look what I got, look what I got."
257,Chandler,"See, she's fully dressed, right?"
258,Rachel,Right.
259,Chandler,"And then you click it and, uh-oh, she's naked."
260,Chandler,"And then, and then you click it again and she's dressed."
261,Chandler,"She's a business woman, she's walking down the street, she's window shopping, and  whoa-whoa-whoa, sh-she's naked!"
262,Ross,Hi.
263,Rachel,Hello.
264,Chandler,"Y'know what, I'm, I'm gonna spend some alone time with the pen."
265,Ross,"I'm sorry, I was an idiot."
266,Rachel,A big idiot.
267,Ross,A big idiot.
268,Ross,"Just you have to realize is, this whole Mark thing is kinda hard for me."
269,Rachel,"Honey, why is it hard, I mean we've been together for almost a year now?"
270,Ross,"Well, I was with Carol for like eight years and I lost her."
271,Ross,And now if it's possible I think I love you even more.
272,Ross,"So, it's hard for me to believe that I'm not gonna, well that someone else is not going to take you away."
273,Rachel,"Honey, that's very sweet, it just seems to me though, that if two people love each other and trust each other, like we do, there's no reason to be jealous."
274,Ross,I gotta get going.
275,Ross,Bye Chandler.
276,Chandler,"Oh, okay Ross."
277,Chandler,"Listen, this pen is kinda getting boring, so can you pick me up some porn?"
278,Rachel,Where ya going?
279,Ross,"Oh, I've got to go pick up Ben, we've got a play date this afternoon."
280,Rachel,"Ohh, with who?"
281,Ross,"Oh, just this woman that I met last night at the party."
282,Rachel,There was a woman at the...
283,Rachel,The stripper?
284,Ross,Yeah.
285,Rachel,You have a play date with a stripper?
286,Chandler,"Man, I gotta get a kid."
287,Ross,"Ah, yeah, yeah."
288,Ross,"Umm, we started talking after she y'know, did her thing."
289,Ross,"And it turns out she's got a boy about Ben's age, so we're taking them to a gym-boree class."
290,Ross,"Why, is that okay?"
291,Rachel,"Sure, is she married?"
292,Ross,"Ahh, no."
293,Rachel,Oh.
294,Ross,Are you jealous?
295,Rachel,"Noo, I y'know I don't see why she has to play with you, that's all."
296,Rachel,I mean doesn't she have any y'know other stripper moms friends of her own?
297,Ross,You are totally jealous.
298,Rachel,I'm not jealous.
299,Rachel,"All right this is about, umm, people feeling certain things y'know about strippers."
300,Rachel,"And y'know, and um, I..."
301,Ross,"Honey, I love you too."
302,Rachel,Ugh.
303,Rachel,"Wait, wait, wait."
304,Ross,What?
305,Ross,Huh.
306,Rachel,"Well, there's a kiss that he won't forget for a couple of hours, y'know."
307,Chandler,Yeah.
308,Chandler,"Either that, or you just turned him on and sent him off to a stripper."
309,Chandler,Closing Credits
